internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
191692,Alloophorus robustus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Alloophorus,robustus,,,,,"(Bean, 1892)","Bean's Holotype of the Bulldog Splitfin was collected by Alfredo Dugès in 1891 in the Pátzcuaro lake (Hubbs and Turner, 1939), but soon thereafter, it was also known from some locations in Guanajuato and several other large lakes (lagos Cuitzeo, Chapala and Zirahuén). Descibed as&#160;<em>Fundulus robustus</em>, it was transfered into the genus <em>Zoogoneticus </em>by Meek in 1902 and later into the new monotypic genus <em>Alloophorus</em> by Turner (1937). Taking in consideration its affiliation to different separate river drainages respectively endorheic basins and phylogenetic results, ten subpopulations in two lineages can be inferred: The Lago de Pátzcuaro subpopulation (type subpopulation), the adjacent Río Grande de Morelia subpopulation (including the Lago Cuitzeo), the Río Angulo subpopulation (including the Lago Zacapú) and the possibly Extinct lagunas de Zirahuén and Yuriría and Middle Río Lerma subpopulations, the last one encompassing several rivers in Guanajuato (like the ríos Turbío, Guanajuato and Laja). Representatives from these six drainages belong phylogenetically to one lineage with respect to the following four ones, which again form a distinct lineage and probably even a separate to be described species: The Río Duero subpopulation (lower Río Lerma basin), the Cotija subpopulation (upper Río Balsas drainage), the Río Cupatitzio subpopulation, also in the Río Balsas headwaters in and south of Uruapán and the Lago de Chapala-Río Grande de Santiago subpopulation, now possibly Extinct except for the isolated Lagos Los Negritos about 10 km east of Sahuayo. Further studies to reveal the phylogenetic&#160;relationship within this species are required."
191695,Allotoca dugesii,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,dugesii,,,,,"(Bean, 1887)","The types that Tarleton H. Bean used to describe <em>Fundulus dugesii</em> in 1887 were collected by Alfredo Dugès (probably) somewhere in Guanajuato; the year of collection is unknown. In 1896, Jordan and Evermann transfered this species into the genus <em>Adinia</em>, Meek in 1902 into the genus <em>Zoogoneticus</em>. Hubbs and Turner (in Turner, 1937) finally placed it as type in the genus <em>Allotoca</em>. <em>Allotoca vivipara</em>, decribed from the Pátzcuaro lake be Fernando de Buén in 1940 is <em>Allotoca dugesii</em>. Eight subpopulations according to separate drainages can be distinguished: The Río Grande de Morelia subpopulation, the Lago de Pátzcuaro subpopulation, the lagunas de Zirahuén and Yuriría subpopulations, the Middle Río Lerma subpopulation (type subpopulation), the Río Duero subpopulation, the Lago de Chapala/Río Grande de Santiago subpopulation and the Río Verde subpopulation. Samplings throughout the last two decades suggest, that many of these subpopulations have disappeared and probably only the Río Grande de Morelia, the Lago de Pátzcuaro and the Río Duero subpopulations are still extant."
191696,Allotoca goslinei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,goslinei,,,,,"Smith &amp; Miller, 1987","The Holotype of this species was collected together with Paratopotypes by Robert Miller and others in February 1976 from the Río (Potrero) Grande, about 9.6km W of the town of Ameca. Several Paratypes go back to collections from the type location in 1957 and 1971, one single male to a collection of R. Vrijenhoek and M. Douglas from a bridge over the Río Ameca (precisely: Río Cuisillos), 1km E of the estación Pacana, SE of the Presa La Vega, in 1981. No subpopulations are distinguished."
191699,Allotoca zacapuensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,zacapuensis,,,,,"Meyer, Radda &amp; Domínguez-Domínguez, 2001","The Holotype of the Zacapú Allotoca was collected by Manfred K. Meyer, Alfred Radda and C. E. Rivas-Benítez in February 2001 from the Laguna Zacapú. Paratypes go back to several collections from the Zacapú lagoon by different collectors between 1990 and 2001. No subpopulations are distinguished."
191700,Chapalichthys encaustus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Chapalichthys,encaustus,,,,,"(Jordan &amp; Snyder, 1899)","The types of this species were collected in December 1898 by J. O. Snyder from the Chapala lake near Ocotlán. Described by Jordan and Snyder as <em>Characodon encaustus</em> in 1900, Meek transfered the species to the genus <em>Chapalichthys</em> in 1903. According to the affiliation to two river drainages, two subpopulations (the Laguna de Chapala and the Lower Río Lerma subpopulation) can be distinguished."
191715,Skiffia multipunctata,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Skiffia,multipunctata,,,,,"(Pellegrin, 1901)","Jacques Pellegrin received from M.L. Diguet specimens of this species from an area near Guadalajara before 1901 and described it as <em>Xenendum multipunctatum&#160;</em>(1901).&#160; Regan placed it in 1907 in the genus <em>Goodea</em> as <em>Goodea multipunctata</em>, Hubbs and Turner in 1937 in <em>Ollentodon. </em>Again, Miller and Fitzsimons found the differences between <em>Ollentodon</em> and <em>Skiffia</em> not big enough to keep both genera valid and transfered the Splotched Skiffia into the genus <em>Skiffia</em>. Affiliated to three drainages, the Lower Río Lerma subpopulation (including the Río Duero), the Río Guascuaro and the Río Grande de Santiago/ Laguna Chapala subpopulation (type subpopulation) are distinguished. The type subpopulation is regarded Extinct, the Río Guascuaro subpopulation Data Deficient."
191758,Poeciliopsis catemaco,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Poeciliopsis,catemaco,,,,,"Miller, 1975",
191825,Gobiesox juniperoserrai,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Gobiesox,juniperoserrai,,,,,"Espinosa Pérez &amp; Castro-Aguirre, 1996",
192204,Elaphe taeniura,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Elaphe,taeniura,,,,,"Cope, 1861","This species has long been placed in the genus <span style=""font-style: italic;"">Elaphe</span>. It was transferred to <em>Orthriophis </em>by Utiger <em>et al.</em> (2002) and then back again to <em>Elaphe </em>by Chen<em> et al</em>. (2017).&#160;<br/><br/>Subspecific divisions have been subject to debate and have been considered to fall within two subspecies complexes - a northern (Indochinese) and a southern (Indomalayan) clade - within the broader concept of <em>E. taeniura </em>(Schulz 1996). Messenger (2021) provides a summary of 9 recognized subspecies, while cautioning that distribution limits between these must be considered provisional pending more comprehensive taxonomic research."
192946,Etheostoma lugoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,lugoi,,,,,"Norris &amp; Minckley, 1997",
19316,Rasbora tawarensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,DANIONIDAE,Rasbora,tawarensis,,,,,"Weber &amp; de Beaufort, 1916",
194313,Bolitoglossa daryorum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,daryorum,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194314,Bolitoglossa eremia,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,eremia,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194315,Bolitoglossa huehuetenanguensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,huehuetenanguensis,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194317,Bolitoglossa la,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,la,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194318,Bolitoglossa ninadormida,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,ninadormida,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194319,Bolitoglossa nussbaumi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,nussbaumi,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194321,Bolitoglossa pacaya,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,pacaya,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194324,Bolitoglossa tzultacaj,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,tzultacaj,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194325,Bolitoglossa xibalba,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,xibalba,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Campbell<em> et al</em> (2010) described the populations of <em>Bolitoglossa hartwegi</em>&#160;as this new species B. xibalba.
195009,Eleutherodactylus limbensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,limbensis,,,,,"Lynn, 1958","Formerly recognized as subspecies of&#160;<em>Eleutherodactylus schmidti</em>&#160;(Schwartz 1971),&#160;Hedges <em>et al.</em> (2008)&#160;formalized the species status of this taxon."
195013,Eleutherodactylus rucillensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rucillensis,,,,,"Cochran, 1939","This species was formerly recognized as subspecies of&#160;<em>Eleutherodactylus schmidti</em>&#160;(Schwartz 1971),&#160;Hedges&#160;<em>et al.</em>&#160;(2008)&#160;formalized the species status of this taxon."
196320,Galaxias neocaledonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,neocaledonicus,,,,,"Weber &amp; de Beaufort, 1913",
196613,Emoia parkeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,parkeri,,,,,"Brown, Pernetta &amp; Watling, 1980",
196618,Emoia samoensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,samoensis,,,,,"(Duméril, 1851)",
196621,Emoia slevini,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,slevini,,,,,"Brown &amp; Falanruw, 1972",
196623,Emoia tuitarere,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,tuitarere,,,,,"Zug, Hamilton &amp; Austin, 2011","This species was originally described as a Raratonga population of <span style=""font-style: italic;"">Emoia trossula</span>. Its appropriate taxonomic rank is unclear. Although it was originally described based on its molecular differentiation from other island populations of <em>E. trossula</em> (Zug <em>et al.</em> 2011), unpublished genetic results confirm its close relationship to <em>E. trossula </em>and it has been suggested that it may warrant subspecific rank within <em>E. trossula</em> (R. Fisher pers. comm. 2012). This account considers <em>E. tuitarere </em>a valid full species pending any formal taxonomic action to change its taxonomic status and to clarify the taxonomy of <em>E. trossula</em>, which Zug <em>et al. </em>(2011) imply may be a species complex."
196624,Emoia trossula,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Emoia,trossula,,,,,"Brown &amp; Gibbons, 1986","This is considered to be a species complex, and it is likely that the population from Rotuma is a separate species."
196628,Leiolopisma alazon,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Leiolopisma,alazon,,,,,"Zug, 1985",
197286,Galaxias anomalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,anomalus,,,,,"Stokell, 1959",
197288,Galaxias cobitinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,cobitinis,,,,,"McDowall &amp; Waters, 2002","Although classified as one species, the two geographic populations have been ranked separately in the National listings carried out by the New Zealand Department of Conservation, as they are more genetically distinct and more divergent than some described sister species of galaxiids <span style=""background-color: white;"">(Waters and Craw 2008).&#160;Taxonomic&#160;research is needed to determine whether this species should actually be split into two (R. Hitchmough pers. comm. 2011).</span>"
197291,Galaxias divergens,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,divergens,,,,,"Stokell, 1959","Recent studies show that North and South Island populations are genetically divergent, but these differences are not considered enough to warrant separate species status (NIWA 2013)."
197292,Galaxias eldoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,eldoni,,,,,"McDowall, 1997",
197293,Galaxias gollumoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,gollumoides,,,,,"McDowall &amp; Chadderton, 1999",
197294,Galaxias macronasus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,macronasus,,,,,"McDowall &amp; Waters, 2003",
197297,Galaxias prognathus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,prognathus,,,,,"Stokell, 1940",
197298,Galaxias pullus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,pullus,,,,,"McDowall, 1997",
200645,Telmatobius rubigo,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,rubigo,,,,,"Barrionuevo &amp; Baldo, 2009","<span style=""font-style: italic;"">Telmatobius rubigo</span> was previously referred to as <span style=""font-style: italic;"">Telmatobius marmoratus </span>(Barrionuevo and Baldo 2009)."
201956,Labeo rajasthanicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Labeo,rajasthanicus,,,,,"Datta &amp; Majumdar, 1970","<em>Labeo rajasthanicus </em>was described from Jaisamand Lake, near Kherad village, Rajasthan, India (Datta and Majumdar 1970). Designation of neotype by Lal <em>et al.</em> (2016) is not in accordance with ICZN Article 75.3 and should not be considered as valid. The species was synonymized to <em>L. boggut</em> by Jayaram and Dhas (2000); however, other authors (Talwar and Jhingran 1991, Lal <em>et al. </em>2016) have considered the species valid. Genetically and morphologically <em>L.</em> <em>rajasthanicus </em>has been suggested to be very similar to&#160; <em>L. dussumieri</em> (see Chakraborty and Ghosh 2014, Sudasinghe <em>et al</em>. 2018); however, Lal <em>et al. </em>(2016) argues that the two species form reciprocally monophyletic groups.<br/><em></em>"
202432,Archoplites interruptus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Archoplites,interruptus,,,,,"(Girard, 1854)","The only living member of the genus; the most ""primitive"" living member of the Centrarchidae (Lee <em>et al</em>. 1980)."
202484,Etheostoma forbesi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,forbesi,,,,,"Page &amp; Ceas, 1992",
203031,Celestus hewardi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLOGLOSSIDAE,Celestus,hewardi,,,,,"Gray, 1845",Recent molecular work sequencing Jamaican species of <em>Celestus </em>has confirmed the validity of this species (S.B. Hedges unpubl. data).
203080,Anolis bicaorum,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,bicaorum,,,,,"(Köhler, 1996)",
203152,Pristidactylus casuhatiensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LEIOSAURIDAE,Pristidactylus,casuhatiensis,,,,,"(Gallardo, 1968)",
203156,Pristidactylus volcanensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LEIOSAURIDAE,Pristidactylus,volcanensis,,,,,"Lamorot &amp; Diaz, 1987",
21584,Telmatobius peruvianus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,peruvianus,,,,,"Wiegmann, 1834","Previous records of this species from Putre, Parinacota Province, Chile, have been assigned to&#160;<em>T. marmoratus</em>&#160;based on phylogenetic analyses (Sáez&#160;<em>et al</em>. 2014)."
23116,Xenoophorus captivus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Xenoophorus,captivus,,,,,"(Hubbs, 1924)","The types Hubbs used in 1924 to describe <em>Goodea captiva</em> from Jésus María were collected in 1907 by S.E. Meek but regarded as <em>Goodea atripinnis</em>. In 1937, Hubbs and Turner transfered the species into the new erected genus <em>Xenoophorus</em> and described a second species in this genus, <em>Xenoophorus erro</em> from the Río Santa María. In 1939 they described from endorheic streams near Venado and Moctezuma a third one, <em>Xenoophorus exsul</em>. J. Fitzsimons (1979) finally synonymized the last two species with <em>Xenoophorsu captivus </em>as he couldn't find any differences. According to three separate drainages, three subpopulations can be distinguished: The Río Santa María subpopulation (type subpopulation), the Río Matehuala subpopulation from Venado and Moctezuma and the Illescas subpopulation, that inhabited the endorheic springs near Illescas and which is regarded Extinct in the Wild."
29605,Cyclura stejnegeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Cyclura,stejnegeri,,,,,"Barbour &amp; Noble, 1916","The Mona Rhinoceros Iguana is currently recognized as a distinct species, <em>C</em><em>yclura stejnegeri</em> (ITWG 2016). Prior to 2000, it was considered a subspecies in the group including <em>Cyclura cornuta cornuta</em> from Hispaniola (Dominican Republic and Haiti), <em>Cyclura cornuta stejnegeri</em> from Mona Island, Puerto Rico, and <em>Cyclura cornuta onchiopsis</em>, which presumably went extinct on Navassa Island in the mid-19th century (Powell 1999)."
19243030,Brachylophus fasciatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Brachylophus,fasciatus,,,,,"(Brongniart, 1800)","<p>Prior to analysis by Keogh <em>et al.</em> (2008), all the banded iguanas were lumped as this single species. The Lau Banded Iguana (<em>Brachylophus</em> <em>fasciatus</em>) is now recognized as distinct from the Fiji Banded Iguana (<em>Brachylophus bulabula</em>). Most previous references pertaining to iguanas in central Fiji are now attributed to <em>B. bulabula</em>. This taxonomic change includes references to the introduced population on Vanuatu, now described as <em>B. bulabula</em> (Bauer 1988, Keogh <em>et al.</em> 2008). The introduced population on Tonga remains as <em>B. fasciatus</em>.</p>  <p>&#160;</p>   Recent unpublished data finds some morphological and colour  variability between islands in the Lau Group, but genetically these  populations have less inter-island variability than within the other two  species of <em>Brachylophus</em>. The systematics of the iguanas on the  islands in the northern Lau Group (north of Tuvuca) is unknown, but for  now they will be retained within this taxon."
